,selected_sgg,selected_sgg,selected_sgg,locked__rankic,locked__rankic,locked__rankic,locked__pearson_ic,locked__pearson_ic,locked__pearson_ic,locked__net_sharpe,locked__net_sharpe,locked__net_sharpe,locked__annualized_net_return,locked__annualized_net_return,locked__annualized_net_return,locked__max_drawdown,locked__max_drawdown,locked__max_drawdown,locked__turnover,locked__turnover,locked__turnover
,count,mean,sem,count,mean,sem,count,mean,sem,count,mean,sem,count,mean,sem,count,mean,sem,count,mean,sem
credit_mode,,,,,,,,,,,,,,,,,,,,,
adaptation,150,2.4659020909962677,0.3861751092192267,150,0.010278349613814372,0.0030090139283591266,150,-2.4260861094337698e-05,0.0008194394766976384,150,-1.2084838394840645,0.11350393782759276,150,-0.09561059951568102,0.009043107681220963,150,-0.292574461981689,0.013155279826925444,150,0.4303381272298543,0.02231064584294837
evidence,150,0.7273244197577501,0.3831364987293074,150,0.009803087782383263,0.002655744670658213,150,0.001420054491703613,0.0007105095621692248,150,-0.9080889175451694,0.08916045382387874,150,-0.0724505611583728,0.00693573592797313,150,-0.24364958233351922,0.010609094304612765,150,0.32904287291248485,0.017982018757289834
