credit_mode,n,selected_sgg_mean,selected_sgg_sem,locked_rankic_mean,locked_rankic_sem,locked_pearson_ic_mean,locked_pearson_ic_sem,locked_net_sharpe_mean,locked_net_sharpe_sem,locked_annualized_net_return_mean,locked_annualized_net_return_sem,locked_max_drawdown_mean,locked_max_drawdown_sem,locked_turnover_mean,locked_turnover_sem
adaptation,150,2.4659020909962677,0.3861751092192267,0.010278349613814372,0.0030090139283591266,-0.000024260861094337698,0.0008194394766976384,-1.2084838394840645,0.11350393782759276,-0.09561059951568102,0.009043107681220963,-0.292574461981689,0.013155279826925444,0.4303381272298543,0.02231064584294837
evidence,150,0.7273244197577501,0.3831364987293074,0.009803087782383263,0.002655744670658213,0.001420054491703613,0.0007105095621692248,-0.9080889175451694,0.08916045382387874,-0.0724505611583728,0.00693573592797313,-0.24364958233351922,0.010609094304612765,0.32904287291248485,0.017982018757289834
