credit_mode,allocator_arm,cost_bps,metric,mean,se,ci_low,ci_high,n
evidence,explore_exploit_allocator,20.0,annualized_cost_drag,0.049866827541589734,0.002971481345380887,0.04404283112391057,0.0556908239592689,10
evidence,explore_exploit_allocator,20.0,positive_day_ratio,0.5195608782435129,0.005598714434174701,0.508587599592806,0.5305341568942199,10
evidence,explore_exploit_allocator,30.0,net_annualized_return,0.06460730916674745,0.0176389145262361,0.030035671968944307,0.0991789463645506,10
evidence,explore_exploit_allocator,30.0,net_sharpe,0.39717623045441897,0.0916537016293367,0.21753827621113897,0.576814184697699,10
evidence,explore_exploit_allocator,30.0,max_drawdown,-0.16558507652428583,0.014665493758853149,-0.19432891610713496,-0.1368412369414367,10
evidence,explore_exploit_allocator,30.0,turnover,0.09894211813807488,0.005895796320200174,0.08738656969029876,0.110497666585851,10
evidence,explore_exploit_allocator,30.0,gross_annualized_return,0.13940754958500218,0.019345976851355542,0.10149013171059973,0.17732496745940463,10
evidence,explore_exploit_allocator,30.0,excess_annualized_return,-0.15921983559446345,0.0176389145262361,-0.1937914727922666,-0.1246481983966603,10
evidence,explore_exploit_allocator,30.0,excess_information_ratio,-1.2994234657556616,0.15530760110241412,-1.6038207704417065,-0.9950261610696167,10
evidence,explore_exploit_allocator,30.0,compounded_net_return,0.11280256092167047,0.039993148371758,0.03441743048465809,0.19118769135868285,10
evidence,explore_exploit_allocator,30.0,annualized_cost_drag,0.07480024131238461,0.00445722201807133,0.06606424668586586,0.08353623593890336,10
evidence,explore_exploit_allocator,30.0,positive_day_ratio,0.5151696606786428,0.005680348672918562,0.5040363818600925,0.5263029394971931,10
evidence,explore_exploit_allocator,50.0,net_annualized_return,0.014740480714397841,0.01706209892331035,-0.018700618675950076,0.048181580104745755,10
evidence,explore_exploit_allocator,50.0,net_sharpe,0.07335215995128089,0.09510515903288554,-0.11305052649712896,0.2597548463996907,10
evidence,explore_exploit_allocator,50.0,max_drawdown,-0.18715764618415198,0.015740711219400117,-0.21800887326522178,-0.15630641910308218,10
evidence,explore_exploit_allocator,50.0,turnover,0.09894211813807488,0.005895796320200174,0.08738656969029876,0.110497666585851,10
evidence,explore_exploit_allocator,50.0,gross_annualized_return,0.13940754958500218,0.019345976851355542,0.10149013171059973,0.17732496745940463,10
evidence,explore_exploit_allocator,50.0,excess_annualized_return,-0.20908666404681306,0.017062098923310346,-0.24252776343716098,-0.17564556465646514,10
evidence,explore_exploit_allocator,50.0,excess_information_ratio,-1.6827687215317724,0.15414596152310622,-1.9848892544793575,-1.3806481885841873,10
evidence,explore_exploit_allocator,50.0,compounded_net_return,0.0070695570694768615,0.03471992513987982,-0.06098024575061439,0.07511935988956811,10
evidence,explore_exploit_allocator,50.0,annualized_cost_drag,0.12466706885397434,0.007428703363452219,0.11010707780977642,0.13922705989817225,10
evidence,explore_exploit_allocator,50.0,positive_day_ratio,0.5087824351297405,0.0060134744134388955,0.4969962418574472,0.5205686284020339,10
